PG.ProteinGroups	PG.ProteinAccessions	PG.Genes	PG.ProteinDescriptions	Neurite_1	Neurite_2	Neurite_3	Neurite_4	Neurite_5	Neurite_6	 Soma_1	 Soma_2	 Soma_3	 Soma_4	 Soma_5
Q9NP61	Q9NP61	ARFGAP3	ADP-ribosylation factor GTPase-activating protein 3	3439.099854	2985.486084	2607.411377	4498.432129	3469.758789	Filtered	3341.538086	5399.381348	5767.287598	5597.212402	6085.581543
Q9NP64	Q9NP64	ZCCHC17	Nucleolar protein of 40 kDa	1	1	1	1	1	1	43619.79688	29924.32227	43883.11719	45920.36719	26957.08203
Q9NP66	Q9NP66	HMG20A	High mobility group protein 20A	1	1	1	1	1	1	31742.07227	32809.38672	41473.52344	36289.83594	37589.90625
Q9NP72	Q9NP72	RAB18	Ras-related protein Rab-18	281286.875	275778.4688	316227.8125	292794.1563	300802.6875	295249.75	209745.625	208793.6094	216490.2031	235190.7188	214104.2813
Q9NP73	Q9NP73	ALG13	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13	7678.97998	23732.23828	7784.727539	7985.273926	Filtered	9914.548828	20663.31055	20747.91211	17784.25977	17402.66602	19132.08984
Q9NP77	Q9NP77	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72	5016.62207	3726.477539	2481.545166	2723.615723	3987.249268	2555.281494	21358.71875	22440.39453	25400.02148	25355.51367	25040.59375
Q9NP79	Q9NP79	VTA1	Vacuolar protein sorting-associated protein VTA1 homolog	47409.97266	43340.54688	51271.15234	48547.73047	50436.54688	58895.39063	54076.08594	62289.77344	58945.99219	65780.99219	68173.27344
Q9NP80	Q9NP80	PNPLA8	Calcium-independent phospholipase A2-gamma	18083.20703	19843.49805	19463.83984	20208.8125	17161.99414	19625.24609	34772.57422	35326.91406	38001.05469	33115.51172	36869.00781
Q9NP81	Q9NP81	SARS2	"Serine--tRNA ligase, mitochondrial"	104820.5313	110160.4844	102685.0313	112516.4297	111043.4844	110434.9766	188111.8438	167824.875	190276.375	177610.4688	190796.3438
Q9NP90	Q9NP90	RAB9B	Ras-related protein Rab-9B	42533.26172	21664.53125	42641.08594	35964.67578	38049.84766	43705.68359	41504.76172	37136.40234	29354.16211	37182.67969	37655.5625
Q9NP92	Q9NP92	MRPS30	"39S ribosomal protein S30, mitochondrial"	40415.23828	43054.39844	43575.20313	40042.26172	45082.65234	50785.42188	79911.375	66600.78125	67367.07813	55248.10156	64705.67969
Q9NPA0	Q9NPA0	EMC7	ER membrane protein complex subunit 7	39135.80469	38240.42969	24488.19336	28127.27734	25639.95703	25588.61914	59351.36719	58268.87891	66665.21875	55875.07422	56305.62109
Q9NPA8	Q9NPA8	ENY2	Transcription and mRNA export factor ENY2	Filtered	Filtered	3893.219727	5178.565918	6193.203613	5406.082031	21487.71289	34328.98828	21956.18945	26510.08984	32968.07422
Q9NPB0	Q9NPB0	SAYSD1	SAYSvFN domain-containing protein 1	Filtered	Filtered	Filtered	2026.631958	Filtered	Filtered	1845.728638	Filtered	4113.299316	1834.490234	3401.391846
Q9NPB6	Q9NPB6	PARD6A	Partitioning defective 6 homolog alpha	14089.04883	15976.5127	14246.98047	15108.41602	14993.2207	15418.48047	11600.09668	11774.6123	6122.675781	11248.94531	9747.27832
Q9NPB8	Q9NPB8	GPCPD1	Glycerophosphocholine phosphodiesterase GPCPD1	Filtered	3152.562256	3074.541992	3743.592041	Filtered	3266.446289	3541.600098	5901.478516	5271.247559	3817.334229	6701.177246
Q9NPD3	Q9NPD3	EXOSC4	Exosome complex component RRP41	3610.118408	3828.317627	5171.879395	3090.83252	4936.414551	2734.127441	48716.07031	47916.90625	49791.17188	49125.44922	52357.37891
Q9NPD7	Q9NPD7	NRN1	Neuritin	56295.59766	45592.41406	64160.67578	75590.125	72938.85156	96776.89063	36403.33594	27332.5625	33958.375	32298.38477	27261.07813
Q9NPE3	Q9NPE3	NOP10	H/ACA ribonucleoprotein complex subunit 3	3643.053467	Filtered	Filtered	Filtered	Filtered	Filtered	38285.14063	27818.92773	33310.1875	34482.5	43421.83203
Q9NPF4	Q9NPF4	OSGEP	Probable tRNA N6-adenosine threonylcarbamoyltransferase	5377.556641	4359.874512	5081.826172	4047.44873	3997.679688	3797.737549	11951.89746	12996.75293	12226.31348	12061.45117	13756.51074
Q9NPF5	Q9NPF5	DMAP1	DNA methyltransferase 1-associated protein 1	13466.49219	5252.369629	10105.48828	10983.08887	11119.66699	Filtered	21644.1875	13011.76074	24634.93359	24042	25004.78125
Q9NPG1	Q9NPG1	FZD3	Frizzled-3	14089.43359	13637.21484	15894.43359	16031.31836	13932.19727	14458.50391	12634.83203	11230.06836	11809.52148	12059.32324	12907.7793
Q9NPG8	Q9NPG8	ZDHHC4	Palmitoyltransferase ZDHHC4	6430.92627	6705.98584	5037.824707	7825.618652	7051.472656	5005.219727	8139.069824	11109.19434	8564.1875	9381.905273	8488.871094
Q9NPH2	Q9NPH2	ISYNA1	Inositol-3-phosphate synthase 1	712784.625	699491.75	685137.25	682381.3125	697083.3125	669603.625	466377.3125	508584.0625	468899	535094.5625	464057.5625
Q9NPI1	Q9NPI1	BRD7	Bromodomain-containing protein 7	1	1	1	1	1	1	2120.407227	1.342592359	6001.54248	4971.390137	3983.888428
Q9NPI6	Q9NPI6	DCP1A	mRNA-decapping enzyme 1A	8535.925781	7676.379883	7676.734375	7855.332031	9851.131836	9871.733398	28959.91016	19501.54688	19800.92188	22485.58789	27011.35547
Q9NPJ3	Q9NPJ3	ACOT13	Acyl-coenzyme A thioesterase 13	36653.94531	36022.44922	37072.99219	38099.91406	39039.30469	32506.16016	72766.74219	60964.57813	70004.51563	79222.66406	70536.98438
Q9NPJ6	Q9NPJ6	MED4	Mediator of RNA polymerase II transcription subunit 4	1	1	1	1	1	1	9857.106445	10865.68945	12811.6084	9920.40625	13920.4834
Q9NPL8	Q9NPL8	TIMMDC1	"Complex I assembly factor TIMMDC1, mitochondrial"	2502.236572	2389.353027	2431.697266	2883.636475	2259.695313	1895.27002	6899.966309	6746.321289	6221.823242	7647.880859	7264.144043
Q9NPQ8	Q9NPQ8	RIC8A	Synembryn-A	61598.67188	67184.42188	65705.51563	66464.14063	63829.02344	70384.92188	44768.71484	44710.05469	48499.39844	54088.22266	52184.89453
Q9NPZ5	Q9NPZ5	B3GAT2	Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2	25834.88867	25531.54102	24063.00195	23554.80078	23356.40039	21998.07422	54268.72656	43885.3125	51687.66016	49713.71094	49071.94141
Q9NQ11	Q9NQ11	ATP13A2	Polyamine-transporting ATPase 13A2	41975.13672	47250.15625	49000.55469	45448.80469	42779.58203	40628.41406	28648.01563	26877.23242	29790.21094	30916.15039	31243.94141
Q9NQ29	Q9NQ29	LUC7L	Putative RNA-binding protein Luc7-like 1	6660.34082	Filtered	Filtered	1488.439453	3234.133545	Filtered	14962.08105	9903.321289	20344.85352	40075.51172	22436.81836
Q9NQ34	Q9NQ34	TMEM9B	Transmembrane protein 9B	1143.082031	51178.65625	5601.503906	35138.29688	8684.686523	615.9259033	36515.1875	4983.95459	1	8071.299316	Filtered
Q9NQ48	Q9NQ48	LZTFL1	Leucine zipper transcription factor-like protein 1	17618.02734	17029.0625	18999.78125	20166.45508	19354.18555	23242.20898	16970.48633	19763.91016	19025.32422	16382.48633	18765.19141
Q9NQ50	Q9NQ50	MRPL40	"39S ribosomal protein L40, mitochondrial"	53372.98438	48925.46484	26342.0625	19238.25195	27960.1543	47276.08594	44268.30469	95370.76563	40981.64063	36948.13672	33744.61328
Q9NQ66	Q9NQ66	PLCB1	"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1"	106385.3594	101918.8672	118297.2266	117094.9922	116642.2656	108307.0547	59470.11719	62778.19922	77446.17969	74237.67188	71224.91406
Q9NQ79	Q9NQ79	CRTAC1	Cartilage acidic protein 1	6690.53125	4815.051758	6347.442383	6435.755859	5398.145508	6669.736816	6675.862305	2666.640869	5641.237305	2968.825439	2643.487549
Q9NQ84	Q9NQ84	GPRC5C	G-protein coupled receptor family C group 5 member C	3869.37207	7248.609863	2897.398926	4014.841309	4014.768555	5151.308594	8094.160156	6490.541016	7920.11377	6963.22998	6896.976563
Q9NQ86	Q9NQ86	TRIM36	E3 ubiquitin-protein ligase TRIM36	29549.69336	28504.34961	25689.51172	27185.98828	31926.95508	31149.59766	39364.95703	39652.38281	40597.62891	40775.25391	42357.92969
Q9NQ88	Q9NQ88	TIGAR	"Fructose-2,6-bisphosphatase TIGAR"	31833.60938	30767.75	32825.32031	36313.67578	32572.37891	34766.16797	21935.06641	23019.39258	24135.14063	26017.06055	23133.52344
Q9NQ89	Q9NQ89	C12orf4	Protein C12orf4	36415.20313	33390.17969	52584.30469	35555.63281	41444.41797	41483.17578	32416.64648	46587.39063	34820.28125	37077.51953	36208.28906
Q9NQA3	Q9NQA3	WASH6P	WAS protein family homolog 6	55214.40625	52469.43359	54688.08203	56102.26172	75243.47656	47963.60547	66188.92188	66078.57031	78908.42188	68103.57813	63243.67188
Q9NQC3	Q9NQC3	RTN4	Reticulon-4	528802.75	893217.875	681801.875	812938.375	582490.875	515151.7188	671802.625	343582.375	308218	424364.25	255455.9063
Q9NQC7	Q9NQC7	CYLD	Ubiquitin carboxyl-terminal hydrolase CYLD	35253	35745.68359	36266.76563	39534.65625	37347.69531	35757.16406	28373.23633	29383.84961	32050.93555	30532.01953	28635.71875
Q9NQE9	Q9NQE9	HINT3	Histidine triad nucleotide-binding protein 3	23953.4043	25083.1582	24978.1875	35090.30078	34133	38882.42578	26564.78711	19777.04492	22563.69141	22620.37695	24223.08398
Q9NQG5	Q9NQG5	RPRD1B	Regulation of nuclear pre-mRNA domain-containing protein 1B	1325.012817	1614.315063	643.3936768	1741.154663	1128.335571	2128.514893	41418.28906	46481.94531	58991.03125	44988.82422	54475.76172
Q9NQG6	Q9NQG6	MIEF1	Mitochondrial dynamics protein MID51	13452.47266	15540.97461	22667.09961	14187.42773	14137.06641	19750.96484	3432.666992	2895.519531	5213.186523	4404.456055	7165.616211
Q9NQH7	Q9NQH7	XPNPEP3	Xaa-Pro aminopeptidase 3	19932.55273	21761.39063	20841.16992	22912.9375	23600.22461	22838.98047	58241.625	45427.42969	51142.32813	53640.64063	57010.20313
Q9NQP4	Q9NQP4	PFDN4	Prefoldin subunit 4	14599.15918	17750.60352	17663.84375	19989.90234	16293.17285	23685.5332	39380.82813	50264.23438	65895.42188	33727.60938	42731.00781
Q9NQR4	Q9NQR4	NIT2	Omega-amidase NIT2	122308.4375	118737.1875	119416.3125	126487.9297	123158.875	124495.6406	95856.64063	94648.89844	97121.82813	101598.2734	92071.46094
Q9NQR7	Q9NQR7	CCDC177	Coiled-coil domain-containing protein 177	7335.069336	6692.003906	7470.312012	8623.025391	5077.79541	6647.620605	6946.428711	7938.796387	8339.927734	7873.147949	6960.37793
Q9NQT4	Q9NQT4	EXOSC5	Exosome complex component RRP46	5376.538086	10076.61523	8809.591797	7539.283203	8252.163086	6691.849609	92237.21875	92535.01563	83197.86719	107292.375	117381.6016
Q9NQT5	Q9NQT5	EXOSC3	Exosome complex component RRP40	1	1	1	1	1	1	9940.769531	7980.801758	8184.82959	9037.436523	10303.27148
Q9NQV6	Q9NQV6	PRDM10	PR domain zinc finger protein 10	1	1	1	1	1	1	1872.813354	3019.402588	4394.334473	4313.068359	2945.640137
Q9NQW7	Q9NQW7	XPNPEP1	Xaa-Pro aminopeptidase 1	269185.9688	270988.5625	300910.7188	259510.3125	243820.4688	242726.4531	141153.5469	169473.9063	146696.7813	147011.3438	132910.7813
Q9NQX3	Q9NQX3	GPHN	Gephyrin	177705.3438	157291.7344	196792.5781	181053.7656	166508.9063	177318.8906	153302.9688	167938.0313	145862.1719	172399.5938	182292.8438
Q9NQX7	Q9NQX7	ITM2C	Integral membrane protein 2C	94513.5	87103.1875	85515.50781	74059.64844	89269.67969	75533.71094	36009.57031	33363.38281	32708.33594	33171.46484	29599.6875
Q9NQZ5	Q9NQZ5	STARD7	"StAR-related lipid transfer protein 7, mitochondrial"	7166.289063	9873.606445	10407.06641	6666.469238	9650.896484	7650.191406	12400.30078	11748.62695	10333.625	11058.29102	10049.14063
Q9NR09	Q9NR09	BIRC6	Baculoviral IAP repeat-containing protein 6	105011.7422	105466.6484	102484.6719	100134.7891	107222.5234	100542.7031	100307.9063	109836.2422	114302.4766	114546.5781	111309.2969
Q9NR19	Q9NR19	ACSS2	"Acetyl-coenzyme A synthetase, cytoplasmic"	107841.0078	100162.1563	100759.4453	104863.5469	102644.9531	105243.7266	64406.27734	68285.4375	69009.39063	71613.51563	70395.51563
Q9NR22	Q9NR22	PRMT8	Protein arginine N-methyltransferase 8	2563.618164	3268.760986	4124.357422	4831.335449	2673.276855	5154.705078	3951.700684	1619.594116	3039.110352	2334.573242	3302.478516
Q9NR28	Q9NR28	DIABLO	"Diablo homolog, mitochondrial"	2981.437256	3592.66748	3308.541748	3684.313965	2940.360596	4792.473633	16221.56348	12686.38281	17189.8457	13755.68164	16190.52441
Q9NR30	Q9NR30	DDX21	Nucleolar RNA helicase 2	42646.67188	21591.92578	9014.705078	49105.97266	2469.927246	25957.41016	49229.61719	79234.71094	68809.23438	51719.30469	44456.06641
Q9NR31	Q9NR31	SAR1A	GTP-binding protein SAR1a	109521.9297	109878.2422	108913.9844	123562.1406	126976.25	122127.8828	113624.0859	124222.6641	59653.57813	110050.875	114834.1563
Q9NR45	Q9NR45	NANS	Sialic acid synthase	93644.69531	91399.4375	91713.5	96912.5625	97741.72656	93871.10938	184531.5781	231311.8125	218948.375	231776.8906	229262.8125
Q9NR46	Q9NR46	SH3GLB2	Endophilin-B2	141671.8906	145656.9219	151777.4219	150611.8594	149083.8906	172672.8594	113369.1172	111076.7266	107187.9844	108028.0078	107504.9844
Q9NR50	Q9NR50	EIF2B3	Translation initiation factor eIF-2B subunit gamma	42304.19531	41625.96484	40227.15234	42171.72656	48530.25	51635.33984	53059.90234	54847.73438	45986.28516	49213.63281	59946.375
Q9NR61	Q9NR61	DLL4	Delta-like protein 4	3976.345215	5030.708008	5159.259766	5867.144531	4692.988281	4522.787109	5538.004395	3479.629883	5475.858398	3929.395996	4875.117676
Q9NR77	Q9NR77	PXMP2	Peroxisomal membrane protein 2	1	1	1	1	1	1	2299.199219	3901.460938	4792.55127	2797.034912	3099.505371
Q9NR80	Q9NR80	ARHGEF4	Rho guanine nucleotide exchange factor 4	Filtered	Filtered	Filtered	Filtered	Filtered	1939.852295	892.2556763	488.5932007	1740.462036	1544.765747	2386.260986
Q9NRA0	Q9NRA0	SPHK2	Sphingosine kinase 2	30563.53125	26844.99609	19913.16406	25838.99609	23324.7793	25767.97656	22417.80469	25157.27539	25471.0957	22452.48242	17725.27539
Q9NRA8	Q9NRA8	EIF4ENIF1	Eukaryotic translation initiation factor 4E transporter	9984.90918	2885.225342	10511.33008	3460.162109	Filtered	4621.894531	4672.73877	5020.550781	6375.650391	4801.508789	7395.02832
Q9NRB3	Q9NRB3	CHST12	Carbohydrate sulfotransferase 12	228676.8281	211406.1875	226814.375	204688.4375	99761.16406	232406.5781	153579.2969	150747.5625	155333.5156	137095.2188	183697.5625
Q9NRC1	Q9NRC1	ST7	Suppressor of tumorigenicity 7 protein	Filtered	3771.257568	3370.337402	2183.819824	2821.456787	2702.776123	19374.75	16762.48047	20837.0918	16409.25195	18705.62305
Q9NRD5	Q9NRD5	PICK1	PRKCA-binding protein	100455.3359	99241.60156	99335.30469	95478.4375	100225.1406	95137.60938	71834.65625	75648.36719	74890.69531	70693.85156	67190.80469
Q9NRF2	Q9NRF2	SH2B1	SH2B adapter protein 1	41947.85156	30268.96289	29980.1875	30214.59766	30441.60547	29954.29883	25506.2793	27312.73242	31415.80078	30923.60156	30371.49023
Q9NRF8	Q9NRF8	CTPS2	CTP synthase 2	95764.11719	94627.10938	94947.40625	88193.23438	94321.10938	87644.70313	79377.00781	78134.80469	72272.94531	78924.13281	75917.375
Q9NRF9	Q9NRF9	POLE3	DNA polymerase epsilon subunit 3	1	1	1	1	1	1	9813.076172	11523.55078	16065.27441	10648.22852	13820.38086
Q9NRG1	Q9NRG1	PRTFDC1	Phosphoribosyltransferase domain-containing protein 1	9951.875977	10459.12012	11177.15918	10323.25977	10861.07813	10777.73145	12777.44922	5843.26709	8719.231445	6680.814941	6713.870117
Q9NRG4	Q9NRG4	SMYD2	N-lysine methyltransferase SMYD2	6440.472656	6972.4375	7205.422363	4959.128906	7067.887695	6122.005859	10875.62695	8847.663086	9867.648438	8318.584961	11197.82227
Q9NRG7	Q9NRG7	SDR39U1	Epimerase family protein SDR39U1	94293.1875	98896.72656	107258.4453	94401.92188	104394.75	102565.6484	93501.07813	90417.70313	112438.6719	105533.1641	115563.6016
Q9NRG9	Q9NRG9	AAAS	Aladin	Filtered	1191.288086	970.4447021	1899.985107	2862.842041	Filtered	32045.23242	27765.56836	31327.18555	32673.95703	33219.12891
Q9NRH2	Q9NRH2	SNRK	SNF-related serine/threonine-protein kinase	6555.264648	6814.746094	4383.260254	3391.266602	6066.600098	4312.59082	14611.5127	3151.849854	7302.214844	7809.647461	5815.800293
Q9NRJ4	Q9NRJ4	TULP4	Tubby-related protein 4	5489.932617	5872.880859	6626.382813	6743.873047	4902.785156	5682.577637	3522.515625	3823.530518	4963.533691	3942.23877	4851.815918
Q9NRK6	Q9NRK6	ABCB10	"ATP-binding cassette sub-family B member 10, mitochondrial"	9961.673828	11350.69727	11333.2793	11852.20215	10022.05859	9065.984375	12168.57129	12959.31836	13774.39551	13461.83105	11943.85352
Q9NRL3	Q9NRL3	STRN4	Striatin-4	48955.51953	40817.96094	51623.375	45822.08984	50237.37109	46962.14453	52319.07813	56882.17188	46335.58203	52182.51563	56659.4375
Q9NRN7	Q9NRN7	AASDHPPT	L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	511073.9063	512994.1875	482964.4375	513498.5313	510713.75	506419.5	445088.6875	493680.75	452568.25	491083.9375	488442.5625
Q9NRN9	Q9NRN9	METTL5	rRNA N6-adenosine-methyltransferase METTL5	25081.49414	10088.2998	14897.69629	13292.42383	25812.24414	22963.71875	11164.51367	20926.24609	14951.01367	13263.16797	14246.56934
Q9NRP0	Q9NRP0	OSTC	Oligosaccharyltransferase complex subunit OSTC	11487.59961	13872.23926	6044.074219	5084.075684	5795.217773	10807.52832	32001.35352	30149.71094	30259.82031	30370.98438	30890.10547
Q9NRR4	Q9NRR4	DROSHA	Ribonuclease 3	Filtered	2494.787109	2097.916016	Filtered	10354.03125	Filtered	4345.254395	2417.134521	4742.027832	5100.585938	4742.95166
Q9NRR5	Q9NRR5	UBQLN4	Ubiquilin-4	21706.22266	13084.3916	18359.29688	20158.66211	18600.74219	22619.00391	46089.14453	61574.87891	63505.76563	56718.69531	63539.78125
Q9NRR6	Q9NRR6	INPP5E	Phosphatidylinositol polyphosphate 5-phosphatase type IV	18811.32617	10418.09961	15374.69141	28835.92578	16133.09766	14186.19531	10709.2793	15463.36816	25793.55664	10721.86426	17179.52344
Q9NRS6	Q9NRS6	SNX15	Sorting nexin-15	36138.55078	35426.92969	38678.45703	18068.81641	19344.12305	37476.91797	21036.33984	46865.60547	21813.75	20573.41406	21317.88867
Q9NRV9	Q9NRV9	HEBP1	Heme-binding protein 1	92500.28125	90344.4375	93092.41406	91004.98438	94284.82813	96526.85156	51818.24219	51607.28125	49458.08203	49166.9375	44388.07813
Q9NRW1	Q9NRW1	RAB6B	Ras-related protein Rab-6B	954535.25	947638.75	994373	1031180.563	965648.75	952301.5	433955.75	431518.7188	509823.8438	459226.5313	394324.1875
Q9NRW4	Q9NRW4	DUSP22	Dual specificity protein phosphatase 22	9378.209961	Filtered	9469.924805	10077.96387	10610.26855	Filtered	9209.3125	11860.73047	10199.96777	9209.055664	9224.789063
Q9NRW7	Q9NRW7	VPS45	Vacuolar protein sorting-associated protein 45	118023.8672	113130.9219	101096.3594	104244.3672	100567.25	97226.46875	97660.76563	99655.35938	76597.79688	95501.5	97130.98438
Q9NRX1	Q9NRX1	PNO1	RNA-binding protein PNO1	10742.99414	Filtered	Filtered	Filtered	10776.52734	9853.418945	134361.5781	125285.4453	152681.8594	148768.5156	153796.0313
Q9NRX2	Q9NRX2	MRPL17	"39S ribosomal protein L17, mitochondrial"	53710.11328	77965.79688	71073.17969	59305.06641	55239.42969	59153.19922	122566.8359	111398.6406	131816.9219	120756.4063	122968.8594
Q9NRX4	Q9NRX4	PHPT1	14 kDa phosphohistidine phosphatase	11695.43359	11501.37695	13531.66016	14521.09277	15316.42871	16479.18945	13839.08789	16438.32227	9146.246094	16268.17578	14547.29395
Q9NRX5	Q9NRX5	SERINC1	Serine incorporator 1	889930.9375	867194	875029.375	756382.6875	874854.25	803401.5	455126.0625	451130.2188	478598.9063	466474.0313	464281.1563
Q9NRY4	Q9NRY4	ARHGAP35	Rho GTPase-activating protein 35	224992.8906	209815.0469	225763.4688	208287.375	219608.1719	218249.6406	156157.4688	177953.625	181547.0938	160155.4688	169159.3906
Q9NRY5	Q9NRY5	FAM114A2	Protein FAM114A2	23478.49023	22373.09375	18260.43555	15678.23242	19020.79297	17367.5625	14386.67871	15647.08203	13073.67871	13818.20703	14439.48145
Q9NRY6	Q9NRY6	PLSCR3	Phospholipid scramblase 3	11822.97852	11731.84277	10039.87891	10076.39746	16203.81738	10816.54102	6955.380371	6078.736328	9278.371094	5924.604492	5341.835938
Q9NRZ5	Q9NRZ5	AGPAT4	1-acyl-sn-glycerol-3-phosphate acyltransferase delta	49183.90234	69293.14844	65211.16406	63144.62891	37405.1875	68620.65625	64918.99609	26198.80078	58758.74609	59215.62891	59911.875
Q9NRZ7	Q9NRZ7	AGPAT3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma	6699.458008	5839.369141	6474.703613	7785.597168	5440.914063	5713.240234	6468.719238	4242.661133	6119.349609	4371.591797	5825.372559
Q9NS18	Q9NS18	GLRX2	"Glutaredoxin-2, mitochondrial"	Filtered	Filtered	2279.115234	Filtered	2903.785889	1838.576782	3242.354004	3219.696045	6224.391113	4262.31543	3682.172363
Q9NS40	Q9NS40	KCNH7	Potassium voltage-gated channel subfamily H member 7	10883.37109	10674.9541	10976.0791	12751.50488	11087.6709	9586.061523	4834.112793	4031.73291	3980.627686	5640.878906	3148.238037
Q9NS69	Q9NS69	TOMM22	Mitochondrial import receptor subunit TOM22 homolog	105038.4063	106186.0625	117273.6875	106820.9688	105991.4063	128087.0156	312644.1875	270846.4375	295318.2188	323323.625	347317.1875
Q9NS85	Q9NS85	CA10	Carbonic anhydrase-related protein 10	14569.66309	15537.47266	16243.4375	11270.93262	17729.30859	15258.61914	6403.639648	6034.13916	6257.025879	6961.102051	5716.19043
Q9NS86	Q9NS86	LANCL2	LanC-like protein 2	489674.25	498927.7188	510258.6563	500013.3125	476676.4688	518246.875	346868.2813	330073.5625	362912.2813	345133.4375	324049.5
Q9NSB8	Q9NSB8	HOMER2	Homer protein homolog 2	2358.077148	5347.166016	5324.419922	7899.060059	5625.645508	5140.870605	6279.854004	5314.133789	4799.060547	5215.520996	5611.590332
